tense,dataset,num_words,sentence_id,theme,numerosity,structure,sentence,audio_filename
past,naturalistic,12,nat_00816,art,singular,independent,He took great photos because he had a good eye for detail,nat_00816.wav
future,naturalistic,10,nat_13625,emotion,plural,preposition,The men in love will do anything for their partners,nat_13625.wav
future,naturalistic,8,nat_19186,food,plural,simple,The farmers will harvest their crops next week,nat_19186.wav
present,naturalistic,6,nat_15810,transport,plural,simple,We are not taking the ferry,nat_15810.wav
past,naturalistic,7,nat_18198,basic,singular,simple,She had been waiting for an hour,nat_18198.wav
future,naturalistic,7,nat_16153,work,plural,simple,Will the university increase its tuition fees?,nat_16153.wav
future,naturalistic,9,nat_19572,housing,plural,simple,The roofers will finish the repairs by next month,nat_19572.wav
past,naturalistic,10,nat_05388,weather,plural,simple,The kids were making snow angels in the fresh powder,nat_05388.wav
present,naturalistic,9,nat_12358,shopping,singular,independent,Does she not buy clothes because they are expensive?,nat_12358.wav
past,naturalistic,10,nat_06160,humanity,singular,independent,Did he not become a politician because of his past?,nat_06160.wav
past,naturalistic,9,nat_15641,relationship,plural,simple,The men were talking about their childhood memories fondly,nat_15641.wav
present,naturalistic,9,nat_04951,art,singular,dependent,My sister is not learning to play the piano,nat_04951.wav
future,naturalistic,7,nat_02687,food,singular,simple,The baby will not drink cold milk,nat_02687.wav
present,naturalistic,7,nat_04390,emotion,singular,preposition,Does she not get depressed during winter?,nat_04390.wav
past,naturalistic,12,nat_11164,transport,plural,independent,Were the roads not slippery because it had been raining all day?,nat_11164.wav
present,naturalistic,9,nat_17296,health,singular,preposition,Is he currently on medication for his condition now?,nat_17296.wav
future,naturalistic,12,nat_04927,transport,plural,independent,They will drive to the beach but their friends will take trains,nat_04927.wav
past,naturalistic,8,nat_12532,transport,singular,dependent,Did the car that he bought run well?,nat_12532.wav
present,naturalistic,10,nat_05552,basic,plural,dependent,Do the students who are studying need a break now?,nat_05552.wav
past,naturalistic,10,nat_10799,emotion,singular,preposition,Hadn't the boy under the tree been afraid of dogs?,nat_10799.wav
past,naturalistic,10,nat_17653,humanity,singular,independent,Was the poem written while the poet was in exile?,nat_17653.wav
present,naturalistic,9,nat_00238,nature,plural,preposition,Are the mountains above the village covered in snow?,nat_00238.wav
present,naturalistic,7,nat_12207,emotion,plural,simple,These kids are not excited about school,nat_12207.wav
present,naturalistic,9,nat_19225,transport,plural,dependent,The roads we use are not well maintained now,nat_19225.wav
present,naturalistic,9,nat_11169,relationship,singular,dependent,Does the boy who is sitting alone have friends?,nat_11169.wav
present,naturalistic,8,nat_16540,work,plural,dependent,Students who attend classes regularly get better grades,nat_16540.wav
past,naturalistic,9,nat_06901,weather,plural,independent,The farmers were relieved when the drought finally ended,nat_06901.wav
present,naturalistic,9,nat_04236,health,singular,dependent,Does she think that her sister is depressed now?,nat_04236.wav
present,naturalistic,10,nat_05618,food,singular,dependent,I love the smell of the cake that mom bakes,nat_05618.wav
present,naturalistic,7,nat_13665,emotion,singular,dependent,The thing that scares me is failure,nat_13665.wav
future,naturalistic,10,nat_09137,food,plural,preposition,Will they not eat the cake in front of us?,nat_09137.wav
past,naturalistic,9,nat_16982,relationship,plural,preposition,Our relatives had been very kind to us always,nat_16982.wav
present,naturalistic,8,nat_08640,food,singular,preposition,The cake on the table is freshly baked,nat_08640.wav
past,naturalistic,10,nat_05097,art,plural,preposition,Did the poets at the reading recite their own work?,nat_05097.wav
past,naturalistic,10,nat_14665,science,plural,simple,Did the kids learn to code at a young age?,nat_14665.wav
present,naturalistic,10,nat_02242,health,plural,independent,Most women go to therapy because it helps them cope,nat_02242.wav
future,naturalistic,10,nat_03552,work,plural,preposition,The workers on the site will finish the building soon,nat_03552.wav
present,naturalistic,10,nat_18903,relationship,plural,dependent,They are helping their parents with the household chores daily,nat_18903.wav
past,naturalistic,8,nat_08328,weather,plural,preposition,Had the residents been warned about the tornadoes?,nat_08328.wav
past,naturalistic,9,nat_05628,health,plural,dependent,Did the therapists who treated them use new methods?,nat_05628.wav
past,naturalistic,8,nat_10602,science,singular,simple,The electric car was faster than expected yesterday,nat_10602.wav
present,naturalistic,5,nat_04507,emotion,singular,simple,Doesn't she hate being alone?,nat_04507.wav
present,naturalistic,8,nat_18369,relationship,plural,independent,People make friends where they work or study,nat_18369.wav
past,naturalistic,9,nat_12174,art,plural,dependent,Did the authors who wrote the books get royalties?,nat_12174.wav
present,naturalistic,10,nat_14453,basic,singular,independent,Are you going to the store because we need milk?,nat_14453.wav
past,naturalistic,10,nat_15093,nature,plural,preposition,The trees near the river were not very tall then,nat_15093.wav
present,naturalistic,7,nat_17149,art,singular,simple,Do you think he's a good writer?,nat_17149.wav
present,naturalistic,7,nat_02294,work,plural,preposition,The women at university are studying engineering,nat_02294.wav
present,naturalistic,10,nat_11803,transport,singular,preposition,The view from the top of this hill is amazing,nat_11803.wav
future,naturalistic,7,nat_19772,emotion,singular,simple,It will not make her feel better,nat_19772.wav
past,naturalistic,10,nat_18358,basic,plural,preposition,Many friends of mine used to live in small towns,nat_18358.wav
future,naturalistic,9,nat_14318,housing,singular,preposition,The table in the kitchen will not be fixed,nat_14318.wav
past,naturalistic,7,nat_16937,food,plural,simple,Had the bakers made fresh bread daily?,nat_16937.wav
present,naturalistic,10,nat_08690,basic,singular,preposition,Can I put my bag on the chair beside you?,nat_08690.wav
past,naturalistic,11,nat_07081,nature,plural,independent,The birds had flown south when the weather got cold outside,nat_07081.wav
past,naturalistic,11,nat_04733,nature,singular,simple,A tiny ant had carried a crumb back to its nest,nat_04733.wav
present,naturalistic,11,nat_08912,health,plural,dependent,The nurses who work at night are not eating healthy snacks,nat_08912.wav
future,naturalistic,10,nat_13045,basic,plural,preposition,The babies will not cry in the quiet room upstairs,nat_13045.wav
past,naturalistic,11,nat_16550,housing,plural,independent,They didn't want to sell their old home but had to,nat_16550.wav
past,naturalistic,11,nat_19618,health,singular,dependent,Was the advice that she gave him helpful for his recovery?,nat_19618.wav
past,naturalistic,7,nat_11281,health,singular,simple,Wasn't he feeling better after the therapy?,nat_11281.wav
past,naturalistic,5,nat_14955,weather,singular,simple,Didn't the storm cause damage?,nat_14955.wav
future,naturalistic,10,nat_19119,shopping,plural,preposition,Will they have a wider selection of goods by summer?,nat_19119.wav
future,naturalistic,9,nat_19035,basic,plural,dependent,Don't the teachers think they will have time off?,nat_19035.wav
future,naturalistic,8,nat_11510,food,plural,simple,The seniors will have a special meal today,nat_11510.wav
present,naturalistic,6,nat_05520,emotion,singular,simple,Does he feel lonely at night?,nat_05520.wav
present,naturalistic,8,nat_11821,humanity,plural,preposition,Are the politicians on TV discussing economic policies?,nat_11821.wav
future,naturalistic,13,nat_02700,work,singular,dependent,The girl who will be a doctor will make a lot of money,nat_02700.wav
past,naturalistic,8,nat_01700,art,singular,preposition,The sculpture in front of me was beautiful,nat_01700.wav
present,naturalistic,10,nat_13596,shopping,plural,dependent,The items that are on sale are usually old stock,nat_13596.wav
future,naturalistic,9,nat_06968,science,singular,simple,The internet will become even faster in the future,nat_06968.wav
present,naturalistic,8,nat_18562,basic,singular,preposition,The dog in our house does not bark,nat_18562.wav
present,naturalistic,6,nat_16322,work,plural,simple,Are the job interviews very formal?,nat_16322.wav
present,naturalistic,8,nat_06219,work,plural,preposition,Are the people in this office very professional?,nat_06219.wav
past,naturalistic,10,nat_16918,sport,plural,dependent,Were the players that you coached last year very motivated?,nat_16918.wav
present,naturalistic,9,nat_00086,work,singular,preposition,The teacher of my brother is not very nice,nat_00086.wav
past,naturalistic,8,nat_18075,work,plural,simple,Were the graduates not hired by the companies?,nat_18075.wav
present,naturalistic,8,nat_18055,shopping,singular,preposition,A store near my house sells fresh bread,nat_18055.wav
present,naturalistic,8,nat_15346,health,singular,preposition,He takes care of his mental health daily,nat_15346.wav
past,naturalistic,9,nat_00136,shopping,singular,simple,Didn't he have enough money to pay for it?,nat_00136.wav
past,naturalistic,10,nat_06972,relationship,plural,preposition,The brothers of my friend were very protective of her,nat_06972.wav
past,naturalistic,10,nat_11087,housing,singular,independent,Was the air conditioner working when you turned it on?,nat_11087.wav
past,naturalistic,9,nat_15721,work,plural,independent,The career advisors helped students choose their future jobs,nat_15721.wav
future,naturalistic,10,nat_01200,relationship,singular,preposition,The lady across the street will not be my mother,nat_01200.wav
present,naturalistic,10,nat_06121,work,singular,preposition,Does he not have experience in this field of work?,nat_06121.wav
present,naturalistic,5,nat_15748,relationship,plural,simple,Are the twins very similar?,nat_15748.wav
future,naturalistic,7,nat_12127,transport,plural,simple,Will the train station be open tonight?,nat_12127.wav
past,naturalistic,10,nat_17536,work,plural,independent,The kids didn't like reading yet they loved writing stories,nat_17536.wav
past,naturalistic,10,nat_14125,weather,singular,dependent,Had the fog lifted by the time you drove home?,nat_14125.wav
future,naturalistic,11,nat_13622,health,singular,dependent,Is it possible that his obsessive behavior will change in therapy?,nat_13622.wav
future,naturalistic,8,nat_06296,housing,plural,simple,All the rooms will have new flooring installed,nat_06296.wav
present,naturalistic,8,nat_03927,work,singular,simple,I spend most of my day reading books,nat_03927.wav
past,naturalistic,9,nat_14387,science,singular,independent,Was the robotic arm precise but slow in movement?,nat_14387.wav
past,naturalistic,9,nat_18774,sport,singular,independent,Was the crowd cheering loudly because their team won?,nat_18774.wav
present,naturalistic,8,nat_03606,relationship,plural,dependent,We do not visit our grandparents often enough,nat_03606.wav
present,naturalistic,6,nat_02330,food,plural,simple,Do older people need more fiber?,nat_02330.wav
present,naturalistic,7,nat_11707,work,singular,simple,The man does not have a job,nat_11707.wav
future,naturalistic,7,nat_02187,art,plural,simple,The crafters will make unique handmade items,nat_02187.wav
present,naturalistic,7,nat_00195,food,singular,dependent,Is the food that I cooked healthy?,nat_00195.wav
past,naturalistic,8,nat_12356,food,plural,simple,The teachers had eaten lunch in the cafeteria,nat_12356.wav
present,naturalistic,9,nat_15954,relationship,singular,dependent,Is the person who is calling me your friend?,nat_15954.wav
present,naturalistic,12,nat_14638,relationship,plural,independent,Do brothers and sisters fight a lot but still love each other?,nat_14638.wav
past,naturalistic,9,nat_02668,housing,plural,preposition,The friends had gathered in the cozy living room,nat_02668.wav
future,naturalistic,9,nat_15195,shopping,plural,dependent,The stores that will close early will reopen tomorrow,nat_15195.wav
past,naturalistic,9,nat_02761,weather,plural,preposition,Had the skiers been waiting for the snowfall eagerly?,nat_02761.wav
past,naturalistic,8,nat_02032,emotion,plural,preposition,The neighbors across the street were not friendly,nat_02032.wav
future,naturalistic,11,nat_05103,sport,singular,preposition,At the end of the season he will not be happy,nat_05103.wav
future,naturalistic,11,nat_13652,science,singular,preposition,Will the student with no laptop not be able to code?,nat_13652.wav
future,naturalistic,11,nat_01637,health,plural,preposition,The kids without parents will not have access to therapy soon,nat_01637.wav
future,naturalistic,9,nat_08312,emotion,plural,dependent,Don't the women who are crying need some help?,nat_08312.wav
future,naturalistic,9,nat_11173,nature,singular,dependent,A new species of fish will be discovered soon,nat_11173.wav
past,naturalistic,9,nat_18518,nature,singular,dependent,Did the dog that was barking loudly scare you?,nat_18518.wav
present,naturalistic,12,nat_03074,weather,plural,dependent,Do the trees that lose their leaves in autumn grow back quickly?,nat_03074.wav
future,naturalistic,9,nat_07296,nature,singular,preposition,Will the bird not fly over the mountain tomorrow?,nat_07296.wav
present,naturalistic,6,nat_03278,transport,plural,simple,Do rental cars come with insurance?,nat_03278.wav
present,naturalistic,9,nat_08003,science,plural,preposition,Are the machines in the warehouse being used efficiently?,nat_08003.wav
future,naturalistic,9,nat_16851,emotion,plural,simple,Are the girls going to be jealous of her?,nat_16851.wav
present,naturalistic,5,nat_08326,science,singular,simple,The algorithm is very complex,nat_08326.wav
past,naturalistic,10,nat_13516,work,plural,dependent,Were the skills the workers learned useful in their jobs?,nat_13516.wav
past,naturalistic,9,nat_07352,basic,singular,independent,Did you not go or did you stay home?,nat_07352.wav
present,naturalistic,8,nat_13450,housing,singular,dependent,I love the chair that my sister bought,nat_13450.wav
past,naturalistic,10,nat_10751,emotion,plural,preposition,The smell of food in the kitchen made them hungry,nat_10751.wav
present,naturalistic,10,nat_07829,housing,plural,dependent,The homes that are for sale are in good condition,nat_07829.wav
past,naturalistic,9,nat_16446,emotion,plural,preposition,The kids in the park were not happy yesterday,nat_16446.wav
future,naturalistic,10,nat_07697,shopping,singular,preposition,Will the new product be available in this store soon?,nat_07697.wav
future,naturalistic,11,nat_14427,health,plural,independent,The kids will learn about healthy habits in school or online,nat_14427.wav
past,naturalistic,7,nat_05668,transport,plural,simple,Were the bike lanes very narrow then?,nat_05668.wav
present,naturalistic,9,nat_16996,relationship,plural,dependent,Are the people that you work with like family?,nat_16996.wav
past,naturalistic,8,nat_10659,transport,singular,independent,The car wasn't fast but it was reliable,nat_10659.wav
present,naturalistic,10,nat_08933,health,singular,independent,My mom has depression but she is getting some help,nat_08933.wav
present,naturalistic,7,nat_05307,humanity,singular,simple,He teaches a class on world religions,nat_05307.wav
future,naturalistic,11,nat_17206,sport,singular,independent,The golfer will swing smoothly or his ball will go astray,nat_17206.wav
future,naturalistic,6,nat_18022,weather,singular,simple,The temperature will drop significantly tonight,nat_18022.wav
future,naturalistic,9,nat_12855,emotion,plural,preposition,The students at school will not like the test,nat_12855.wav
future,naturalistic,9,nat_11035,emotion,singular,preposition,The woman on the phone will sound very angry,nat_11035.wav
past,naturalistic,9,nat_05488,art,plural,dependent,Were the quilts that they sewed last year admired?,nat_05488.wav
future,naturalistic,8,nat_08024,emotion,plural,simple,Will the players be frustrated with their loss?,nat_08024.wav
future,naturalistic,9,nat_10748,sport,plural,preposition,The players on our team will practice every day,nat_10748.wav
future,naturalistic,8,nat_00690,basic,plural,preposition,Friends of my family will visit us soon,nat_00690.wav
future,naturalistic,9,nat_12013,transport,singular,dependent,He will be driving his truck to the mountains,nat_12013.wav
future,naturalistic,8,nat_10103,relationship,plural,simple,Will they become good friends in the future?,nat_10103.wav
future,naturalistic,8,nat_01014,health,plural,simple,The men will not talk about their feelings,nat_01014.wav
past,naturalistic,11,nat_00869,work,plural,preposition,Most people in my class had already found their dream jobs,nat_00869.wav
past,naturalistic,10,nat_01993,nature,singular,simple,The butterfly had flown away from its cocoon last week,nat_01993.wav
future,naturalistic,7,nat_10626,transport,plural,simple,Will traffic be bad during rush hour?,nat_10626.wav
present,naturalistic,11,nat_11949,weather,plural,independent,Don't they know that it's not going to be sunny tomorrow?,nat_11949.wav
present,naturalistic,9,nat_14839,weather,plural,preposition,Are the storms in summer getting stronger every year?,nat_14839.wav
past,naturalistic,8,nat_14924,shopping,plural,simple,Did they not buy anything from the sale?,nat_14924.wav
present,naturalistic,9,nat_10558,art,singular,preposition,Does she have an exhibition of her artwork soon?,nat_10558.wav
present,naturalistic,9,nat_07610,relationship,plural,preposition,The boys in the park are not playing together,nat_07610.wav
present,naturalistic,11,nat_05283,work,plural,independent,Are employees more productive when they work from home or office?,nat_05283.wav
past,naturalistic,9,nat_04370,relationship,plural,dependent,The girls who sang in the choir were sisters,nat_04370.wav
past,naturalistic,7,nat_01361,transport,singular,dependent,Had she been on a plane before?,nat_01361.wav
past,naturalistic,8,nat_01629,shopping,plural,preposition,We had not tried the new restaurant downtown,nat_01629.wav
future,naturalistic,10,nat_12625,weather,plural,independent,The cities will not be prepared for the upcoming hurricanes,nat_12625.wav
present,naturalistic,11,nat_01551,art,plural,independent,Are the actors rehearsing their lines because the play is soon?,nat_01551.wav
future,naturalistic,9,nat_08252,transport,singular,preposition,Will the bus driver take a break at noon?,nat_08252.wav
present,naturalistic,7,nat_10442,weather,singular,dependent,Doesn't it snow in this region anymore?,nat_10442.wav
past,naturalistic,9,nat_14631,transport,singular,dependent,Hadn't she been on a plane before that flight?,nat_14631.wav
past,naturalistic,9,nat_05039,housing,singular,dependent,The man who fixed my roof was very professional,nat_05039.wav
future,naturalistic,10,nat_19248,transport,plural,dependent,Are the trains that they will ride tomorrow very comfortable?,nat_19248.wav
future,naturalistic,8,nat_05694,sport,plural,preposition,The gymnasts on the floor will tumble safely,nat_05694.wav
future,naturalistic,10,nat_05119,shopping,singular,preposition,Does the store across the street not have lower prices?,nat_05119.wav
present,naturalistic,9,nat_01134,humanity,singular,preposition,The article in the magazine is about social justice,nat_01134.wav
present,naturalistic,7,nat_10996,relationship,plural,simple,They are very proud of their children,nat_10996.wav
present,naturalistic,8,nat_10278,shopping,singular,preposition,The book on the table costs twenty dollars,nat_10278.wav
future,naturalistic,9,nat_10451,humanity,plural,independent,The voters will choose their leaders when they vote,nat_10451.wav
future,naturalistic,9,nat_04017,health,singular,preposition,The athlete will recover from her injury next month,nat_04017.wav
future,naturalistic,10,nat_10409,art,singular,preposition,Will the painter have finished her new artwork by Friday?,nat_10409.wav
present,naturalistic,9,nat_02424,health,plural,preposition,The parents of young kids are not getting rest,nat_02424.wav
present,naturalistic,8,nat_04138,housing,singular,preposition,The table in the dining room is old,nat_04138.wav
past,naturalistic,9,nat_12048,relationship,plural,simple,Did the brothers have rivalries when they were young?,nat_12048.wav
past,naturalistic,10,nat_00859,health,plural,independent,Did they go to therapy because they had anxiety issues?,nat_00859.wav
present,naturalistic,9,nat_02962,basic,singular,preposition,I live in a small house on the hill,nat_02962.wav
future,naturalistic,10,nat_02426,art,plural,simple,Will they not display their paintings at the art show?,nat_02426.wav
past,naturalistic,8,nat_18492,sport,plural,independent,Were the fans excited when their team scored?,nat_18492.wav
present,naturalistic,9,nat_07674,basic,singular,independent,Is it okay if I leave my bag here?,nat_07674.wav
future,naturalistic,9,nat_19091,science,singular,simple,Will the astronaut be walking on Mars next year?,nat_19091.wav
past,naturalistic,8,nat_04937,art,plural,simple,Were the instrumentalists playing in tune that night?,nat_04937.wav
past,naturalistic,8,nat_10896,health,plural,dependent,The students who studied hard got good grades,nat_10896.wav
present,naturalistic,12,nat_05285,relationship,plural,independent,Are the children not eating because they don't like vegetables or fruits?,nat_05285.wav
future,naturalistic,8,nat_08367,emotion,singular,simple,She will be feeling anxious about the test,nat_08367.wav
future,naturalistic,9,nat_12905,work,plural,simple,Will they not be attending the job fair tomorrow?,nat_12905.wav
present,naturalistic,6,nat_02093,art,singular,simple,The music is not too loud,nat_02093.wav
past,naturalistic,11,nat_18352,relationship,plural,dependent,Were the friends that you had in school not very supportive?,nat_18352.wav
past,naturalistic,9,nat_11336,emotion,plural,simple,Did the artists feel passionate about their new project?,nat_11336.wav
future,naturalistic,10,nat_11683,art,plural,preposition,The art books on the shelf will not be read,nat_11683.wav
present,naturalistic,9,nat_07817,relationship,singular,independent,The mom cooks dinner because her family is hungry,nat_07817.wav
present,naturalistic,7,nat_01920,art,plural,simple,Don't the critics dislike their new play?,nat_01920.wav
past,naturalistic,8,nat_00082,weather,plural,simple,Did the storms not cause damage last year?,nat_00082.wav
past,naturalistic,11,nat_13318,nature,plural,preposition,The animals in the forest were not making noise at night,nat_13318.wav
past,naturalistic,9,nat_17587,work,singular,preposition,The job at the store was my first job,nat_17587.wav
future,naturalistic,8,nat_04396,food,plural,simple,Will the farmers grow more organic fruits soon?,nat_04396.wav
present,naturalistic,10,nat_08475,basic,plural,dependent,Don't the flowers that we planted need more water now?,nat_08475.wav
present,naturalistic,10,nat_01813,transport,plural,independent,Are the drivers not paying attention to the road signs?,nat_01813.wav
past,naturalistic,7,nat_01271,art,plural,simple,We had taken many great photographs together,nat_01271.wav
future,naturalistic,12,nat_15226,art,singular,dependent,Is the novel that she will write not going to be published?,nat_15226.wav
past,naturalistic,9,nat_02994,humanity,plural,dependent,The teachers who taught those classes were knowledgeable instructors,nat_02994.wav
present,naturalistic,9,nat_18925,art,singular,dependent,He is not good at writing short stories now,nat_18925.wav
present,naturalistic,7,nat_15674,relationship,singular,simple,Does he not care about his family?,nat_15674.wav
past,naturalistic,9,nat_15438,emotion,plural,independent,The writers were frustrated because they had writer's block,nat_15438.wav
present,naturalistic,9,nat_18335,housing,plural,preposition,The walls in this room are not painted well,nat_18335.wav
present,naturalistic,9,nat_17588,transport,plural,preposition,Do the trains not stop at every station now?,nat_17588.wav
future,naturalistic,7,nat_02642,housing,singular,simple,Will he need to buy new curtains?,nat_02642.wav
present,naturalistic,10,nat_09280,sport,plural,preposition,Are the skaters on the ice not performing well tonight?,nat_09280.wav
present,naturalistic,5,nat_16651,food,singular,simple,He doesn't like spicy food,nat_16651.wav
future,naturalistic,11,nat_04195,art,singular,dependent,Does the musician not plan to write a new song tonight?,nat_04195.wav
future,naturalistic,11,nat_13032,shopping,plural,independent,The prices will rise yet the demand will still be high,nat_13032.wav
past,naturalistic,8,nat_12768,health,plural,simple,Were the kids feeling better after taking medicine?,nat_12768.wav
past,naturalistic,10,nat_12360,art,singular,dependent,He used to take photos of everything he saw outside,nat_12360.wav
present,naturalistic,5,nat_03849,emotion,singular,simple,Isn't he feeling anxious now?,nat_03849.wav
past,naturalistic,9,nat_19778,food,plural,independent,Had the guests eaten dessert before the cake arrived?,nat_19778.wav
present,naturalistic,11,nat_18300,health,singular,independent,Does she have a fear of heights but still loves hiking?,nat_18300.wav
future,naturalistic,8,nat_16194,science,singular,simple,Will she have learned to code in Python?,nat_16194.wav
future,naturalistic,10,nat_15253,weather,singular,independent,The season will not end but the holidays will start,nat_15253.wav
present,naturalistic,12,nat_16193,weather,plural,independent,Can we go for a walk if the weather is nice tonight?,nat_16193.wav
past,naturalistic,6,nat_03554,basic,plural,simple,Were the books interesting to read?,nat_03554.wav
future,naturalistic,10,nat_13237,housing,plural,preposition,Do the apartments in this building have nice views outside?,nat_13237.wav
present,naturalistic,8,nat_02600,humanity,plural,independent,Different cultures celebrate holidays when families gather together,nat_02600.wav
future,naturalistic,9,nat_17204,humanity,singular,dependent,A person with faith will overcome any obstacle easily,nat_17204.wav
past,naturalistic,9,nat_01518,food,singular,dependent,He didn't like the taste of the new cereal,nat_01518.wav
present,naturalistic,10,nat_04117,health,singular,preposition,Is the woman next to him a trained therapist too?,nat_04117.wav
past,naturalistic,11,nat_10825,science,plural,preposition,Did the researchers in the field collect enough data last month?,nat_10825.wav
past,naturalistic,10,nat_05755,work,plural,dependent,Did the team members who collaborated on the project succeed?,nat_05755.wav
past,naturalistic,11,nat_05633,basic,plural,dependent,Were the kids that played outside not making too much noise?,nat_05633.wav
present,naturalistic,9,nat_08399,weather,plural,simple,The crops are not growing well in this season,nat_08399.wav
past,naturalistic,9,nat_18092,shopping,singular,dependent,The product he bought was not what he wanted,nat_18092.wav
present,naturalistic,12,nat_13065,sport,plural,independent,Do the volleyball players not get tired when they play for hours?,nat_13065.wav
past,naturalistic,8,nat_07162,health,singular,preposition,Had he been seeing a counselor for help?,nat_07162.wav
present,naturalistic,11,nat_14256,housing,plural,dependent,Do the guests who are staying over have everything they need?,nat_14256.wav
future,naturalistic,8,nat_11737,shopping,plural,simple,Will the employees not get a raise soon?,nat_11737.wav
past,naturalistic,9,nat_15441,shopping,singular,dependent,The store that I visited yesterday was not open,nat_15441.wav
present,naturalistic,11,nat_01988,work,plural,independent,Are schools teaching students the skills they need for future careers?,nat_01988.wav
past,naturalistic,10,nat_07737,food,singular,dependent,The food that I ate at the party was great,nat_07737.wav
present,naturalistic,9,nat_10561,art,singular,independent,I don't play the guitar or the piano well,nat_10561.wav
past,naturalistic,9,nat_00201,relationship,plural,simple,Our parents had been married for twenty years already,nat_00201.wav
future,naturalistic,10,nat_19028,transport,plural,preposition,Do the cars on this road have to pay tolls?,nat_19028.wav
present,naturalistic,9,nat_15166,emotion,singular,dependent,Does he get frustrated when his phone is slow?,nat_15166.wav
past,naturalistic,8,nat_04855,humanity,singular,simple,The philosopher wrote about the meaning of life,nat_04855.wav
past,naturalistic,6,nat_18802,basic,singular,simple,He has eaten all the cookies,nat_18802.wav
present,naturalistic,9,nat_09741,art,plural,preposition,Are the photographs in this room for sale now?,nat_09741.wav
present,naturalistic,12,nat_12502,shopping,plural,independent,The products are very good quality but the prices are also high,nat_12502.wav
future,naturalistic,11,nat_15950,health,plural,preposition,The seniors in the community will benefit from exercise programs greatly,nat_15950.wav
future,naturalistic,10,nat_03765,transport,singular,independent,He will not get a refund because he cancelled late,nat_03765.wav
present,naturalistic,8,nat_17298,nature,plural,independent,Waterfalls are beautiful where the landscape is rocky,nat_17298.wav
past,naturalistic,10,nat_13452,sport,plural,preposition,Were the surfers on the waves very experienced last summer?,nat_13452.wav
present,naturalistic,7,nat_06432,nature,plural,simple,Are animals adapting to their changing habitats?,nat_06432.wav
past,naturalistic,6,nat_07846,transport,singular,simple,The hotel was not very clean,nat_07846.wav
future,naturalistic,8,nat_12253,basic,plural,preposition,Do the pictures on the wall need frames?,nat_12253.wav
past,naturalistic,8,nat_16402,transport,singular,simple,The train was delayed due to bad weather,nat_16402.wav
present,naturalistic,9,nat_16433,nature,singular,preposition,Does the tree have many leaves on its branches?,nat_16433.wav
present,naturalistic,10,nat_00887,nature,singular,preposition,The tree in our backyard does not bloom every year,nat_00887.wav
past,naturalistic,11,nat_06261,art,singular,independent,The painter was old but still created beautiful artwork every day,nat_06261.wav
present,naturalistic,10,nat_06989,relationship,singular,independent,Why doesn't she talk to her brother when they fight?,nat_06989.wav
past,naturalistic,11,nat_06043,work,plural,dependent,We had learned many skills that were useful in our careers,nat_06043.wav
future,naturalistic,9,nat_10808,nature,singular,preposition,The mountain will be covered with snow in winter,nat_10808.wav
past,naturalistic,10,nat_01424,art,plural,preposition,Were the paintings in the museum restored by experts recently?,nat_01424.wav
future,naturalistic,8,nat_16523,humanity,singular,simple,The politician will make a public announcement soon,nat_16523.wav
present,naturalistic,7,nat_15924,health,plural,simple,Some individuals have trouble sleeping at night,nat_15924.wav
present,naturalistic,7,nat_00112,nature,plural,simple,Many flowers bloom in the spring season,nat_00112.wav
past,naturalistic,8,nat_08160,shopping,singular,simple,Did he find what he was looking for?,nat_08160.wav
future,naturalistic,8,nat_18619,nature,plural,simple,Can the trees withstand strong winds and storms?,nat_18619.wav
past,naturalistic,11,nat_16199,transport,singular,dependent,He didn't know the way to the city he was visiting,nat_16199.wav
future,naturalistic,10,nat_04559,housing,plural,preposition,The furniture in the living room will not be replaced,nat_04559.wav
present,naturalistic,9,nat_17558,relationship,singular,dependent,The woman who is not smiling is my aunt,nat_17558.wav
future,naturalistic,9,nat_11442,sport,singular,preposition,The coach will give a speech after the game,nat_11442.wav
future,naturalistic,10,nat_11254,art,singular,dependent,The poem that she will recite will be very emotional,nat_11254.wav
present,naturalistic,10,nat_17840,sport,plural,dependent,We train every day because we want to be champions,nat_17840.wav
past,naturalistic,8,nat_08566,work,plural,simple,Did the programmers not write the code correctly?,nat_08566.wav
present,naturalistic,9,nat_16311,emotion,plural,dependent,Those who eat healthy foods are usually more energetic,nat_16311.wav
present,naturalistic,10,nat_10758,health,plural,dependent,Many people do not understand the signs of depression well,nat_10758.wav
present,naturalistic,10,nat_03731,art,singular,preposition,He plays his guitar every day with passion and love,nat_03731.wav
future,naturalistic,11,nat_18893,art,singular,independent,The painter will use bright colors or maybe just black ink,nat_18893.wav
present,naturalistic,10,nat_04986,transport,singular,dependent,Doesn't the hotel room that I booked have a view?,nat_04986.wav
present,naturalistic,10,nat_02763,science,plural,preposition,Are the cars in the parking lot using solar panels?,nat_02763.wav
past,naturalistic,9,nat_13794,relationship,plural,independent,Were the children watching TV when their dad called?,nat_13794.wav
present,naturalistic,10,nat_18234,nature,singular,dependent,Is the water that flows from the mountain very cold?,nat_18234.wav
future,naturalistic,10,nat_01855,emotion,plural,independent,The actors will be nervous while they are on stage,nat_01855.wav
present,naturalistic,8,nat_15599,housing,plural,simple,Do the neighbors not like our new furniture?,nat_15599.wav
present,naturalistic,8,nat_12812,nature,singular,preposition,The flower next to the path smells nice,nat_12812.wav
future,naturalistic,7,nat_00999,weather,singular,preposition,Will the sun rise early in June?,nat_00999.wav
